moody_lighting,"氛围光照"
undertale,"传说之下"
working!!,"工作！！"
heart_in_mouth,"心在嘴里"
usami_sumireko,"宇佐美染子"
bird_ears,"鸟耳朵"
winged_arms,"带翅膀的武器"
caterpillar_tracks,"履带式履带"
hand_over_own_mouth,"交出自己的嘴"
extra,"额外"
stained_glass,"彩色玻璃"
motoori_kosuzu,"本织小铃"
leon_(pokemon),"莱昂(口袋妖怪)"
christmas_ornaments,"圣诞饰品"
sekaiju_no_meikyuu,"世界树的明休"
pokephilia,"pokephilia"
satonaka_chie,"里中千惠"
hoto_cocoa,"可可"
bike_shorts_under_skirt,"裙子下的自行车短裤"
object_namesake,"对象同名"
tokai_teio_(umamusume),"东海帝王_(umamusume)"
kumano_(kancolle),"熊野_(舰娘)"
lelouch_lamperouge,"鲁鲁修·兰佩鲁日"
tiger_girl,"虎女"
hagoromo,"羽衣"
sayonara_zetsubou_sensei,"sayonara_zetsubo_老师"
breastless_clothes,"无胸衣服"
kise_yayoi,"黄濑弥生"
beatrice_(umineko),"比阿特丽斯_(umineko)"
numbered,"编号"
mankanshoku_mako,"万色魔子"
ouro_kronii,"欧罗克罗尼"
button_badge,"纽扣徽章"
holo,"全息"
peeing_self,"撒尿自我"
ruby_rose,"红宝石玫瑰"
monster_hunter_(character),"怪物猎人(角色)"
torn_bodysuit,"撕裂的紧身连衣裤"
after_fellatio,"口交后"
american_flag_bikini,"美国国旗比基尼"
hunter_x_hunter,"猎人_x_猎人"
gekkoukan_high_school_uniform,"月光馆高中制服"
higashikata_josuke,"东方仗助"
writing,"写作"
shared_clothes,"共享衣服"
city_lights,"城市之光"
flats,"公寓"
shakugan_no_sha,"a"
orange_sky,"橙色天空"
four-leaf_clover,"四叶草"
puppet,"木偶"
barbara_(genshin_impact),"芭芭拉(原神)"
pretty_(series),"漂亮(系列)"
making-of_available,"制作可用"
coat_on_shoulders,"肩部大衣"
bird_on_head,"头上的鸟"
aoba_(kancolle),"青叶_(舰娘)"
wide_ponytail,"宽马尾"
public_nudity,"公共场合裸体"
sparkle_background,"闪光背景"
spill,"溢出"
hyuuga_(kancolle),"日向_(舰娘)"
debris,"碎片"
charlotte_(madoka_magica),"夏洛特_(madoka_magica)"
maekawa_miku,"前川未来"
pink_scrunchie,"粉色发圈"
lotus,"莲花"
happinesscharge_precure!,"幸福充电预科！"
kote,"科特"
pokemon_sm_(anime),"宠物小精灵_sm_(动漫)"
striker_unit,"前锋单元"
akizuki_ritsuko,"秋月律子"
naga_u,"娜迦_u"
raihan_(pokemon),"raihan(口袋妖怪)"
tokitsukaze_(kancolle),"时风_(舰娘)"
grey_panties,"灰色内裤"
kama_(fate),"卡玛(fate)"
lotion,"乳液"
shiranui_mai,"不知火舞"
chained,"链式"
white_scrunchie,"白色发圈"
paint,"油漆"
orange_necktie,"橙色领带"
shoe_dangle,"鞋挂"
emilia_(re:zero),"艾米利亚_(re:zero)"
cupcake,"纸杯蛋糕"
diffraction_spikes,"衍射尖峰"
remote_control_vibrator,"遥控振动器"
holding_axe,"手持斧头"
leopard_print,"豹纹"
taimanin_(series),"taimanin_(系列)"
single_leg_pantyhose,"单腿连裤袜"
bento,"便当"
gender_request,"性别要求"
cheese,"奶酪"
purple_pantyhose,"紫色连裤袜"
shell_casing,"外壳"
keyhole,"钥匙孔"
kiyohime_(fate),"清姬(fate)"
orange_nails,"橙色指甲"
paw_shoes,"爪子鞋"
layered_clothes,"分层衣服"
yunomi,"汤米"
yellow_kimono,"黄色和服"
world_war_ii,"二战"
ace_attorney,"王牌律师"
luna_child,"露娜孩子"
hip_bones,"髋骨"
rabbit_hood,"兔头罩"
arm_hair,"臂毛"
pokemon_rgby,"口袋妖怪_rgby"
tunic,"束腰外衣"
fennec_(kemono_friends),"耳廓_(kemono_朋友)"
pinching,"捏"
fate/prototype:_fragments_of_blue_and_silver,"fate/原型：蓝色和银色的碎片"
thank_you,"谢谢"
sword_of_hisou,"赫苏之剑"
stuffed_cat,"毛绒猫"
hallway,"走廊"
hayate_no_gotoku!,"飒飒的豪德！"
ch'en_(arknights),"陈_(arknights)"
lace_panties,"蕾丝内裤"
reindeer_antlers,"驯鹿鹿角"
ear_ribbon,"耳带"
holding_scythe,"拿着镰刀"
kousaka_kirino,"香坂桐野"
star_sapphire,"星光蓝宝石"
gem_uniform_(houseki_no_kuni),"宝石制服_(houseki_no_kuni)"
goldfish,"金鱼"
unzan,"云山"
candy_cane,"棒棒糖"
wedding,"婚礼"
corruption,"腐败"
abstract,"摘要"
blue_gemstone,"蓝色宝石"
breast_curtains,"胸帘"
oboro_(kancolle),"oboro_(舰娘)"
exercise,"运动"
medal,"奖牌"
quarter_note,"四分音符"
robin_(fire_emblem),"知更鸟(火徽)"
tomoe_gozen_(fate),"tomoe_gozen_(fate)"
dragon_ball_sup,"r"
red_belt,"红腰带"
furry_with_non-furry,"毛茸茸的"
long_eyelashes,"长睫毛"
red_rope,"红绳"
padlock,"挂锁"
pudding,"布丁"
ashigara_(kancolle),"ashigara_(舰娘)"
au_ra,"光环"
fashion,"时尚"
year_of_the_tiger,"虎年"
satsuki_(kancolle),"小月_(舰娘)"
pirate,"海盗"
boko_(girls_und_panzer),"博科(女孩和装甲)"
green_scarf,"绿色围巾"
domino_mask,"多米诺骨牌面具"
stethoscope,"听诊器"
yohane,"yohane"
multiple_bows,"多弓"
jean_(genshin_impact),"琴(原神)"
brush,"刷子"
jintsuu_(kancolle),"jintsuu_(舰娘)"
earclip,"耳夹"
illustrious_(azur_lane),"杰出(碧蓝航线)"
black_ascot,"黑色阿斯科特"
helmet_removed,"头盔取下"
kanon,"佳能"
volleyball,"排球"
electric_fan,"电风扇"
holding_dagger,"手持匕首"
on_shoulder,"肩上"
snot,"鼻涕"
kiyoshimo_(kancolle),"kiyoshimo_(舰娘)"
year_of_the_ox,"牛年"
kara_no_kyoukai,"kara_no_kyoukai"
mogami_(kancolle),"最上_(舰娘)"
bea_(pokemon),"比亚(宠物小精灵)"
latin_cross,"拉丁十字"
light_green_hair,"浅绿色头发"
dice,"骰子"
hidamari_sketch,"hidamari_素描"
mega_man_(classic),"洛克人_(经典)"
weiss_schnee,"魏斯施尼"
skirt_tug,"拖裙"
go!_princess_precure,"去！公主_precure"
happy_valentine,"情人节快乐"
ladder,"梯子"
makise_kurisu,"牧濑红栖"
kagerou_(kancolle),"影楼_(舰娘)"
huge_nipples,"巨大的乳头"
aiming_at_viewer,"瞄准观众"
flaming_eye,"火焰之眼"
paddle,"桨"
urakaze_(kancolle),"urakaze_(舰娘)"
futa_(nabezoko),"futa_(nabezoko)"
soldier,"士兵"
burn_scar,"烧伤疤痕"
pink_apron,"粉色围裙"
st._gloriana's_school_uniform,"英石。格洛莉安娜的校服"
orange_footwear,"橙色鞋"
uzuki_(kancolle),"uzuki_(舰娘)"
bullpup,"斗牛犬"
emiya_kiritsugu,"卫宫切嗣"
nitocris_(fate),"nitocris_(fate)"
nanashi_mumei,"七无木美"
fischl_(genshin_impact),"菲谢尔/小艾米(原神)"
mobile_su,"t"
single_detached_sleeve,"单分离袖"
sunburst,"旭日形首饰"
takami_chika,"高见千花"
trash_can,"垃圾桶"
sunny_milk,"阳光牛奶"
nakiri_ayame,"中切绫雨"
ainu_clothes,"阿伊努人衣服"
feather_trim,"羽毛饰边"
shower_head,"花洒"
fairy_tail,"妖精的尾巴"
green_thighhighs,"绿色的大腿袜"
orange_scrunchie,"橙色发圈"
stone_ocean,"石海"
vibrator_under_clothes,"衣服下的振动器"
2018,"2230"
erica_hartmann,"埃丽卡哈特曼"
miyafuji_yoshika,"宫藤吉香"
kallen_stadtfeld,"卡伦_stadtfeld"
isokaze_(kancolle),"矶风_(舰娘)"
makima_(chainsaw_man),"makima(电锯人)"
melty_blood,"融化的血液"
purple_choker,"紫色项圈"
finger_to_cheek,"手指到脸颊"
subtitled,"字幕"
turtle_shell,"龟壳"
wide_spread_legs,"阔腿"
2019,"2223"
artoria_pendragon_(lancer)_(fate),"artoria_pendragon_(lancer)_(fate)"
soulcalibur,"灵魂之剑"
wet_swimsuit,"湿泳衣"
green_hairband,"绿色发带"
ramen,"拉面"
soccer_ball,"足球"
made_in_abyss,"深渊制造"
purple_wings,"紫色翅膀"
alternate_headwear,"备用头饰"
official_alternate_hairstyle,"官方备用发型"
pillarboxed,"邮筒"
tachibana_arisu,"橘有栖"
come_hither,"过来"
m.u.g.e.n,"穆根"
mole_on_thigh,"大腿上的痣"
shark_girl,"鲨鱼女孩"
lappland_(arknights),"拉普兰(方舟之夜)"
mobile_suit_gund,"m"
bass_guitar,"低音吉他"
profanity,"亵渎"
yorigami_shion,"与纸诗园"
pastry,"糕点"
seashell,"贝壳"
natsuiro_matsuri,"夏色祭"
pig,"猪"
two-tone_skirt,"两色半裙"
heart_pillow,"心枕"
horseshoe_ornament,"马蹄饰"
unryuu_(kancolle),"unryuu_(舰娘)"
2016,"2204"
carnelian,"红玉髓"
cross_hair_ornament,"十字发饰"
ears_down,"耳朵向下"
fur-trimmed_hood,"毛皮饰边兜帽"
koshimizu_sachiko,"小清水幸子"
shark,"鲨鱼"
crossed_ankles,"交叉脚踝"
owl,"猫头鹰"
spandex,"氨纶"
wrestling_outfit,"摔跤服"
spade_(shape),"铁锹(形状)"
sleepwear,"睡衣"
diarmuid_ua_duibhne_(lancer)_(fate),"diarmuid_ua_duibhne_(lancer)_(fate)"
untied_panties,"解开内裤"
clitoral_stimulation,"阴蒂刺激"
rebecca_(keinelove),"丽贝卡_(keinelove)"
utau,"乌陶"
mismatched_bikini,"不匹配的比基尼"
hatsuyuki_(kancolle),"初雪_(舰娘)"
doorway,"门口"
nipple_rings,"乳头环"
futari_wa_precure,"futari_wa_precure"
2015,"2187"
rose_print,"玫瑰印花"
fire_emblem:_genealogy_of_the_holy_war,"火焰纹章：圣战谱系"
shiranui_flare,"不知火耀斑"
star_in_eye,"眼睛里的星星"
coffee_cup,"咖啡杯"
mitsudomoe_(shape),"mitsudomoe_(形状)"
two-footed_footjob,"两足脚交"
hishikawa_rikka,"菱川梨花"
blade,"刀片"
nessa_(pokemon),"内萨(口袋妖怪)"
alternate_universe,"平行宇宙"
hand_on_another's_hip,"手放在别人的臀部"
shibari_over_clothes,"shibari_在衣服上"
orange_choker,"橙色项链"
clothes_in_mouth,"衣服含在嘴里"
snowflake_print,"雪花印花"
warugaki_(sk-ii),"Warugaki_(sk-ii)"
ido_(teketeke),"伊多_(teketeke)"
exusiai_(arknights),"exusiai_(arknights)"
qing_guanmao,"清冠茂"
corrin_(fire_emblem)_(female),"corrin_(火徽)_(女)"
naoetsu_high_school_uniform,"直越高中制服"
lycoris_recoil,"石蒜后坐力"
embers,"余烬"
hayami_kanade,"速见金"
cold,"冷"
lights,"灯"
akitsu_maru_(kancolle),"秋津丸_(舰娘)"
dizzy_(guilty_gear),"头晕目眩(罪恶装备)"
shirt_removed,"脱掉衬衫"
breast_tattoo,"乳房纹身"
asakura_ryouko,"朝仓凉子"
mismatched_footwear,"不匹配的鞋类"
calendar_(medium),"日历(中)"
simon_(ttgl),"西蒙_(ttgl)"
flame-tipped_tail,"火焰尾翼"
hisahiko,"久彦"
doll_hug,"娃娃拥抱"
shaved_ice,"刨冰"
sun_symbol,"太阳符号"
talons,"爪子"
mallet,"木槌"
sweets,"糖果"
shiratsuyu_(kancolle),"白津_(舰娘)"
zero_suit,"零套装"
cigar,"雪茄"
magazine_(object),"杂志(对象)"
sheep_girl,"羊女"
kitauji_high_school_uniform,"北路高中校服"
oshiro_project,"oshiro_项目"
brown_bag,"棕色包"
head-mounted_display,"头戴式显示器"
weibo_username,"微博用户名"
yellow_scrunchie,"黄色发圈"
giving,"给予"
holding_person,"控股人"
final_fantasy_vi,"最终幻想_vi,i"
taigei_(kancolle),"太极_(舰娘)"
tokyo_ghoul,"东京食尸鬼"
nakano_nino,"中野二野"
black_cardigan,"黑色开衫"
houjou_satoko,"后城里子"
project_diva_(series),"项目女主角(系列)"
mika_(girls_und_panzer),"米卡(女孩和装甲)"
orange_gloves,"橙色手套"
white_theme,"白色主题"
gertrud_barkhorn,"格特鲁德·巴克霍恩"
ooarai_military_uniform,"大洗军装"
tuxedo,"燕尾服"
wa2000_(girls'_frontlin,")"
frilled_kimono,"褶边和服"
photo-referenced,"参考照片"
green_coat,"绿色外套"
ram_(re:zero),"内存_(re:zero)"
oda_nobunaga_(fate),"织田信长(fate)"
2017,"2128"
cum_on_boy,"精液在男人身上"
sitting_on_face,"坐在脸上"
skull_and_crossbones,"骷髅和交叉骨"
aoki_reika,"青木玲香"
ixy,"ixy"
bow_(bhp),"弓(bhp)"
hand_grab,"手抓"
orgy,"狂欢"
spacesuit,"宇航服"
star_ocean,"星海"
look-alike,"长得像"
bloom,"绽放"
pink_bodysuit,"粉色紧身连衣裤"
sword_girls,"剑少女"
arm_around_neck,"搂着脖子"
ribbed_shirt,"罗纹衬衫"
typo,"错字"
striped_jacket,"条纹夹克"
grey_coat,"灰色外套"
kirisawa_juuzou,"雾泽十造"
text-only_page,"纯文本页面"
undersized_clothes,"小号衣服"
uneven_sleeves,"不均匀的袖子"
multiple_horns,"多角"
yellow_fur,"黄色毛皮"
blue_belt,"蓝带"
rice_bowl,"饭碗"
checkered_scarf,"格纹围巾"
alice_(alice_in_wonderland),"爱丽丝(爱丽丝梦游仙境)"
futami_mami,"二见真身"
callie_(splatoon),"callie_(splatoon)"
chest_sarashi,"胸部_sarashi"
clip_studio_paint_(medium),"剪辑工作室油漆(中)"
dragon_quest_iii,"勇者斗恶龙_iii"
frilled_hair_tubes,"褶边发管"
mouth_drool,"口水"
see-through_shirt,"透视衬衫"
o,"o"
dd_(ijigendd),"dd_(ijigendd)"
hairy,"毛茸茸的"
scar_on_arm,"手臂上的伤疤"
suspender_shorts,"吊带短裤"
bit_gag,"有点堵嘴"
kirima_syaro,"kirima_syaro"
louise_francoise_le_blanc_de_la_valliere,"路易丝·弗朗索瓦·勒布朗·德拉瓦利埃"
millipen_(medium),"千本(中)"
muvluv,"muvluv"
gundam_seed_desti,"y"
prone_bone,"俯卧骨"
red_gemstone,"红色宝石"
toothbrush,"牙刷"
scar_on_nose,"鼻子上的疤痕"
swirl_lollipop,"漩涡棒棒糖"
don-chan_(usada_pekora),"don-chan_(usada_pekora)"
holding_flag,"拿着国旗"
yoshida_yuuko_(machikado_mazoku),"吉田优子_(machikado_mazoku)"
updo,"髻"
d-pad,"方向键"
hand_on_another's_back,"反手"
accelerator_(toaru_majutsu_no_index),"加速器(toaru_majutsu_no_index)"
room,"房间"
nakano_miku,"中野未来"
bomber_jacket,"飞行员夹克"
club_(weapon),"俱乐部(武器)"
santa_bikini,"圣诞老人比基尼"
white_feathers,"白色羽毛"
atelier_ryza,"工作室_ryza"
dark_magician_girl,"黑暗魔法师女孩"
nichijou,"日条"
cum_on_stomach,"精液在腹部"
green_sweater,"绿色毛衣"
carrot_necklace,"胡萝卜项链"
harusame_(kancolle),"harusame_(舰娘)"
patterned_background,"图案背景"
beach_towel,"沙滩巾"
dog_boy,"狗男孩"
hand_on_another's_arm,"手挽手"
open_shorts,"开短裤"
plastic_bag,"塑料袋"
saratoga_(kancolle),"萨拉托加_(舰娘)"
iesupa,"耶苏帕"
spotlight,"聚光灯"
power_symbol,"电源符号"
assault_lily,"攻击百合"
creator_connection,"创作者连接"
white_robe,"白袍"
flower_pot,"花盆"
tombstone,"墓碑"
makinami_mari_illustrious,"卷波_mari_杰出"
orange_theme,"橙色主题"
super_saiyan,"超级赛亚人"
hamu_koutarou,"哈木小太郎"
jackal_ears,"豺狼耳朵"
bakugou_katsu,"i"
asuna_(bunny)_(blue_archive),"亚丝娜(兔子)(蓝色档案)"
golden_kamuy,"金色神威"
tachibana_kanade,"橘金手"
asphyxiation,"窒息"
anya_(spy_x_family),"安雅(间谍_x_家庭)"
cameo,"客串"
shouji,"手记"
saenai_heroine_no_sodatekata,"saenai_女主角_no_sodatekata"
brown_ribbon,"棕色丝带"
multiple_belts,"多条皮带"
on_lap,"在圈上"
hadanugi_dousa,"hadanugi_dousa"
tied_up_(nonsexual),"捆绑(非性)"
hatsuzuki_(kancolle),"初月_(舰娘)"
pokemon_(classic_anime),"宠物小精灵(经典动漫)"
kani_biimu,"卡尼比木"
flask,"烧瓶"
tally,"理货"
carpet,"地毯"
disembodied_head,"无形的头"
small_penis,"小阴茎"
diagonal-striped_bow,"斜条纹蝴蝶结"
merlin_prismriver,"梅林棱镜河"
brave_witches,"勇敢的女巫"
holding_smoking_pipe,"拿着烟斗"
re-class_battleship,"重级战列舰"
sakamata_chloe,"坂田克洛伊"
phimosis,"包茎"
takao_(azur_lane),"高尾(碧蓝航线)"
:i,":i"
red_sash,"红色腰带"
kamijou_touma,"上条当麻"
mohawk,"莫霍克"
shana,"夏娜"
smiley_face,"笑脸"
katsushika_hokusai_(fate),"葛饰北斋(fate)"
arcueid_brunestud,"arcueid_brunestud"
ichimi,"一见"
michishio_(kancolle),"道潮(舰娘)"
bird_girl,"鸟女孩"
side_cutout,"侧面镂空"
diving_mask,"潜水面罩"
roman_numeral,"罗马数字"
triangle,"三角形"
curry,"咖喱"
shinrabanshou,"新万寿"
smell,"气味"
ushiromiya_battler,"紫宫斗士"
cover_image,"封面图片"
drumsticks,"鼓槌"
kou_hiyoyo,"口嗨悠悠"
red_pantyhose,"红色连裤袜"
russian_text,"俄语文本"
shinryaku!_ikamusume,"新锐！_ikamusume"
retrofit_(azur_lane),"改造(碧蓝航线)"
shimakaze_(kancolle)_(cosplay),"岛风_(kancolle)_(cosplay)"
diadem,"王冠"
hexagram,"六边形"
ufo,"不明飞行物"
ranka_lee,"李兰卡"
yura_(kancolle),"由良_(舰娘)"
hamster,"仓鼠"
tree_shade,"树荫"
black_headband,"黑色头带"
broken_glass,"碎玻璃"
mouse_(computer),"鼠标(电脑)"
u-511_(kancoll,")"
hino_akane_(smile_precure!),"日野茜(微笑预治疗！)"
chihuri,"千呼里"
futa_with_male,"futa_与男"
marie_(splatoon),"玛丽(喷射战士)"
red_pupils,"红瞳"
monkey_tail,"猴尾"
egyptian_clothes,"埃及服装"
shuuchiin_academy_school_uniform,"修知院校服"
pink-framed_eyewear,"粉框眼镜"
lyrica_prismriver,"莉莉卡棱镜河"
the_legend_of_zelda:_ocarina_of_time,"塞尔达传说：时之笛"
covered_abs,"覆盖腹肌"
short_sword,"短剑"
new_game!,"新游戏！"
police_hat,"警察帽"
tri_tails,"三尾"
kashiwazaki_sena,"柏崎濑奈"
shared_scarf,"共享围巾"
linea_alba,"白线"
animal_penis,"动物阴茎"
aqua_bikini,"水色比基尼"
cinderella_girls_gekijou,"灰姑娘女孩剧集"
houtengeki,"后天记"
breast_bonda,"e"
downscaled,"缩小比例"
kanna_kamui,"神威神奈"
kantoku,"关德"
green_choker,"绿色项圈"
street_fighter_iv_(series),"街头霸王四(系列)"
blue_lips,"蓝色的嘴唇"
sink,"水槽"
eraser,"橡皮擦"
tennis_uniform,"网球服"
spatula,"抹刀"
yes!_precure_5,"1971"
surtr_(arknights),"surtr(方舟之夜)"
kamado_nezu,"o"
ice_cube,"冰块"
isuzu_hana,"五十铃花"
kyonko,"千古"
torch,"火炬"
chitanda_eru,"千反田_eru"
quill,"羽毛笔"
hikarizaka_private_high_school_uniform,"光坂私立高中校服"
lana_(pokemon),"拉娜(宠物小精灵)"
beak,"喙"
satchel,"书包"
string_of_flags,"一串旗帜"
yua_(checkmate),"yua(将死)"
yahagi_(kancolle),"矢作_(舰娘)"
kaenbyou_rin_(cat),"kaenbyou_rin_(猫)"
black_scrunchie,"黑色发圈"
ankle_cuffs,"脚踝袖口"
driving,"驾驶"
kiana_kaslana,"琪亚娜·卡斯兰娜"
miyu_edelfelt,"miyu_edelfelt"
studded_belt,"铆钉腰带"
large_tail,"大尾巴"
melting,"熔化"
d-pad_hair_ornament,"d-pad_发饰"
gimp_(medium),"gimp(中)"
ethan_(pokemon),"伊桑(宠物小精灵)"
feather-trimmed_sleeves,"羽毛边袖"
finger_in_another's_mouth,"手指在别人的嘴里"
toshinou_kyouko,"利能恭子"
jellyfish,"水母"
mutsuki_(kancolle),"睦月(舰娘)"
multiple_earrings,"多个耳环"
strangling,"扼杀"
tippy_(gochiusa),"Tippy_(gochiusa)"
yukine_chris,"雪音克里斯"
enterprise_(azur_lane),"企业(碧蓝航线)"
ritual_baton,"仪式指挥棒"
big_belly,"大肚皮"
microdress,"微型连衣裙"
laffey_(azur_lane),"拉菲(碧蓝航线)"
octarian,"八角星"
phone_screen,"手机屏幕"
praying,"祈祷"
hand_on_hilt,"手握剑柄"
grey_sky,"灰色的天空"
magical_musket,"神奇的火枪"
prayer_beads,"念珠"
yuuki_makoto,"结城诚"
haguro_(kancolle),"羽黑_(舰娘)"
masao,"麻生"
keyboard_(instrument),"键盘(乐器)"
oni_mask,"鬼面具"
samurai,"武士"
torn_cape,"撕裂的斗篷"
oshiro_project_re,"oshiro_project_re"
crossed_bandaids,"交叉绷带"
final_fantasy_iv,"最终幻想_iv"
spider_web_print,"蜘蛛网打印"
napoleon_bonaparte_(fate),"拿破仑·波拿巴(fate)"
insignia,"徽章"
mechanical_parts,"机械零件"
red_umbrella,"红伞"
creature_and_personification,"生物和拟人化"
i-8_(kancoll,")"
open_skirt,"开襟裙"
calendar_(object),"日历(对象)"
shoulder_spikes,"肩钉"
dynamax_band,"dynamax_乐队"
shiseki_hirame,"Shiseki_hirame"
ojipon,"ojipon"
feather_hair,"羽毛头发"
final_fantasy_tactics,"最终幻想战术"
amamiya_ren,"天宫仁"
sideless_outfit,"侧装"
sitting_on_desk,"坐在桌子上"
sleeping_upright,"直立睡觉"
rectangular_eyewear,"长方形眼镜"
matching_outfit,"配套服装"
tamamo_cat_(fate),"玉藻猫(fate)"
milk_bottle,"奶瓶"
nisemonogatari,"nisemonogatari"
agnes_tachyon_(umamusume),"agnes_tachyon_(umamusume)"
akai_haato,"akai_haato"
fine_art_parody,"美术模仿"
kirigiri_kyou,"o"
yaegashi_nan,"八重石南"
dirty_face,"脏脸"
horseback_riding,"骑马"
shinku,"新空"
starter_pokemon_trio,"入门口袋妖怪三人组"
drawing_tablet,"绘图板"
houjou_hibiki,"后城响"
hanekawa_tsubasa,"羽川翼"
bb_(baalbuddy),"bb_(baalbuddy)"
kousaka_tamaki,"高坂玉木"
akizuki_(kancolle),"秋月_(舰娘)"
anzio_school_uniform,"anzio_校服"
dessert,"甜点"
durarara!!,"杜拉拉拉！！"
kabedon,"卡贝顿"
no_eyewear,"没有眼镜"
trick_or_treat,"不给糖就捣蛋"
final_fantasy_ix,"最终幻想_ix"
racket,"球拍"
curtain_grab,"窗帘抓斗"
purple_pants,"紫色裤子"
tail_through_clothes,"穿过衣服的尾巴"
tone_(kancolle),"音调_(舰娘)"
broken_horn,"断角"
flower_(symbol),"花(符号)"
hungry_clicker,"饥饿的答题器"
seiken_densetsu,"精研密苏"
karin_(blue_archive),"卡琳(蓝色档案)"
cooperative_fellatio,"合作口交"
futami_ami,"二见_ami"
holding_sheath,"固定护套"
abukuma_(kancolle),"阿武隈_(舰娘)"
hands_on_own_head,"双手抱头"
st._gloriana's_military_uniform,"英石。格洛莉安娜的军装"
butterfly_print,"蝴蝶印花"
doki_doki_literature_club,"doki_doki_文学俱乐部"
sweater_around_waist,"围腰毛衣"
;3,"1882"
puyopuyo,"普约普约"
abubu,"阿布布"
green_cape,"绿色斗篷"
tankini,"坦克尼"
gundam_build_fighters_try,"高达创战者尝试"
meitantei_con,"n"
when_you_see_it,"当你看到它时"
ear_tag,"耳标"
liquid,"液体"
t-head_admiral,"T_头海军上将"
enpera,"恩佩拉"
festival,"节日"
naked_coat,"裸外套"
spoken_anger_vein,"言怒脉"
